str_no_string|NO STRING!
str_flags_reg0|(Flags: {reg0})
str_reg0_players|({reg0} players)
str_reg0_player|({reg0} player)
str_open_gate|Open Gate
str_close_gate|Close Gate
str_open_door|Open Door
str_close_door|Close Door
str_raise_ladder|Raise Ladder
str_drop_ladder|Drop Ladder
str_back|Back
str_start_map|Start Map
str_choose_an_option|Choose an option:
str_choose_a_poll_type|Choose a poll type:
str_choose_faction|Choose Faction
str_choose_a_faction|Choose a faction:
str_choose_troop|Choose Troop
str_choose_a_troop|Choose a troop class:
str_choose_items|Choose Equipment
str_options|Options
str_redefine_keys|Redefine Keys
str_submit_a_poll|Submit a Poll
str_administrator_panel|Administrator Panel
str_kick_player|Kick Player
str_ban_player|Ban Player
str_mute_player|Mute Player
str_unmute_player|Unmute Player
str_quit|Quit
str_poll_for_changing_the_map|Change the map
str_poll_for_changing_the_map_and_factions|Change the map and factions
str_poll_for_changing_number_of_bots|Change number of bots in teams
str_poll_for_kicking_a_player|Kick a player
str_poll_for_banning_a_player|Ban a player
str_choose_a_player|Choose a player:
str_choose_a_map|Choose a map:
str_choose_a_faction_for_team_reg0|Choose a faction for team {reg0}:
str_choose_number_of_bots_for_team_reg0|Choose number of bots for team {reg0}:
str_spectator|Spectator
str_spectators|Spectators
str_command|Command:
str_profile_banner_selection_text|Choose a banner for your profile:
str_use_default_banner|Use Faction's Banner
str_party_morale_is_low|Morale of some of your soldiers is low!
str_weekly_report|Report
str_has_deserted_the_party|has deserted the party.
str_have_deserted_the_party|have deserted the party.
str_space| 
str_us_|Us 
str_allies_|Allies 
str_enemies_|Enemies 
str_routed|Routed
str_maximum_seconds_for_round_is_reg0|Maximum seconds for round is {reg0}.
str_respawn_period_is_reg0_seconds|Respawn period is {reg0} seconds.
str_bots_upper_limit_for_votes_is_reg0|Bots upper limit for votes is {reg0}.
str_map_is_voteable|Map is voteable.
str_map_is_not_voteable|Map is not voteable.
str_factions_are_voteable|Factions are voteable.
str_factions_are_not_voteable|Factions are not voteable.
str_players_respawn_as_bot|Players respawn as bot.
str_players_do_not_respawn_as_bot|Players do not respawn as bot.
str_kicking_a_player_is_voteable|Kicking a player is voteable.
str_kicking_a_player_is_not_voteable|Kicking a player is not voteable.
str_banning_a_player_is_voteable|Banning a player is voteable.
str_banning_a_player_is_not_voteable|Banning a player is not voteable.
str_player_banners_are_allowed|Player banners are allowed.
str_player_banners_are_not_allowed|Player banners are not allowed.
str_default_armor_is_forced|Default armor is forced.
str_default_armor_is_not_forced|Default armor is not forced.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Percentage of yes votes required for a poll to get accepted is {reg0}%.
str_auto_team_balance_threshold_is_reg0|Auto team balance threshold is {reg0}.
str_starting_gold_ratio_is_reg0|Starting gold ratio is {reg0}%.
str_combat_gold_bonus_ratio_is_reg0|Combat gold bonus ratio is {reg0}%.
str_round_gold_bonus_ratio_is_reg0|Round gold bonus ratio is {reg0}%.
str_point_gained_from_flags_is_reg0|Team points gained for flags is {reg0}%.
str_point_gained_from_capturing_flag_is_reg0|Points gained for capturing flags is {reg0}%.
str_map_time_limit_is_reg0|Map time limit is {reg0} minutes.
str_team_points_limit_is_reg0|Team point limit is {reg0}.
str_defender_spawn_count_limit_is_s1|Defender spawn count is {s1}.
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} killed, {reg5} wounded, {reg6} routed
str_reg4_killed_reg5_routed|{reg4} killed, {reg5} routed
str_reg4_killed_reg5_wounded|{reg4} killed, {reg5} wounded
str_reg4_wounded_reg5_routed|{reg4} wounded, {reg5} routed
str_quick_battle_scene_1|Swamp delta
str_quick_battle_scene_2|Riverside settlement
str_quick_battle_scene_3|Small farmstead
str_quick_battle_scene_4|Wooden fort
str_quick_battle_scene_5|Riverside fortress
str_quick_battle_troop_1|The Reiters (from the German word Ritter, meaning knight) are a complement of heavily armored soldiers with firearms. They can weaken the enemy by shooting, and then destroy them in melee combat. However, the Reiters are inferior in skill to both professional shooters and 'true' heavy cavalry.^Reiter regiments comprise up to 2000 cavalrymen, with one squadron equipped with lances and the rest with pistols. Like waves, ranks of Reiters gallop towards the enemy and overwhelm them by pistol fire. 
str_quick_battle_troop_2|These unique Polish horsemen are likely the finest heavy cavalry to have ever trodden the earth. Drawn from the brave Polish gentry, the swift hussars boast the finest equipment and military training of the time. The mere sight of these heavily armored warriors charging on their mighty horses would often be enough to inspire panic in the enemy ranks, and break the line of any troops still holding their ground. Nevertheless the hussars should avoid large groups of shooters, especially on a difficult terrain. The hussars' greatest moment of glory came in the battle at Vienna, where they held back the Turkish invasion of Europe. ^In the 17th century, the hussars were considered the best cavalry in the world. 
str_quick_battle_troop_3|In these perfectly trained and equipped Boyars, all the might of western cavalry is combined with the speed of the east. Certain Europeans may call the Boyars a relic of feudalism, but none would say this to their face! ^The Boyars were the hereditary feudal elite of Russia from the 10th all the way through the 17th century. The Boyar class was highest among service class people, entitled not only to sit in the Boyar dumb, but to hold the highest status in it. However, the abolition of Mestnichestvo (the feudal hierarchical system of the time) in 1682 seriously undermined the power of the Boyars, and the Boyar title was eliminated by Peter the Great at the beginning of the 17th century. 
str_quick_battle_troop_4|The cuirassiers (from the French word cuirass, armor) are a cavalry corps equipped with light chest armor, the cuirass. They developed in the 16th century in many European countries, and were designed to compensate for the dearth of knights in heavy cavalry. The cuirassiers' suite of armor (called 'cuirass armor') was reduced to a half-armor piece which was relatively inexpensive. By the 16th century, it consisted only of a helmet and a cuirass proper. Initially, when cuirassiers fought alongside knights, they wielded the same type of sword, but later they switched to using broadswords, and in certain armies, heavy sabers.
str_quick_battle_troop_5|The bulk of the Tatar host were the jasaqs. Though average warriors, they posed a serious threat to the enemy because of their sheer numbers and their maneuverability. The jasaqs fight with a good bow and a saber of mediocre quality. The jasaqs are formidable archers, and are most effective in sidelong attacks. 
str_quick_battle_troop_6|Musketeers form the core of any army. Their shooting skills make their presence on the battlefield decisive, as the tide of battle may be turned by a single musket salvo. However, in melee musketeers are extremely weak against cavalry or heavy infantry, and therefore must be protected by cavalry units or pikemen.^By the middle of the 16th century, most wars were fought with muskets, a weapon far more effective than its long-range predecessors, specifically the bow and the crossbow. An average person could learn to use the musket fairly quickly. The majority of low-rank musketeers were drawn from townsmen and peasants.
str_quick_battle_troop_7|The netyagi proved themselves to be an admirable force. Their bravery and fighting spirit compensated for their lack of armor. While a pistol salvo at close range often guarantees their success, the netyagi can be easily trampled by cavalry. Naval campaigns, which were in essence pirate raids, were not unusual for Cossacks, and such sea voyages called for a new type of troops. Landing on an enemy shore was not always a bloodless affair, and merchant vessels were hardly defenseless either. The netyagi were first used on such sea raids. They would suffer heavy casualties as they leapt from the deck onto dry land or enemy ships, with no heavy armor to protect them or time to regroup and launch an attack. Netyagi were likewise employed in strictly land-based warfare, where they served as shock troops, the first to make contact with the enemy and to withstand the initial onslaught.
str_quick_battle_troop_8|These fully armored and well-trained warriors fight with two-handed swords. Heavy infantry forces are by design placed in the front ranks, with the objective of breaking the enemy line. It is crucial to protect these warriors from enemy volleys, while in melee they can take care of themselves!
str_quick_battle_troop_9|From the second half of the 16th century to the beginning of the 17th, the obsolete free lances were replaced by a new type of troop -- the Rondartschiere. They wore a cuirass and carried a sword and a small round shield. A highly disciplined corps, the Rondartschiere were effective in melee, against both infantry and light cavalry. On the other hand, the Rondartschiere would scarcely be able to stand against musketeers or heavy cavalry. Gradually, this type of infantry declined, due to the rapid development of firearms and the overall shift from close- to long-range combat. Pikemen, however, remained active, and in certain countries were employed into the beginning of the 19th century.
str_quick_battle_troop_10|Pikemen were a key part of European armies for a very long time. While firearms developed, armor was developing as well, and becoming lighter. Eventually, pikemen went into battle wearing only a cuirass to protect them from edged weapons, and a helmet to cover their heads. Pikemen wielded long pikes, hence the name. They fought in a close formation, and were designed to safeguard the musketeers from the attacks of enemy cavalry. ^Firearms were still far from perfect. As a rule, after one salvo, musketeers would either meet the enemy in hand-to-hand combat or exchange position with a back rank which had not yet taken a shot. In such circumstances, some infantry corps had to be equipped with armor and cold steel for close-range combat. Some armies employed pikemen into the beginning of the 19th century. 
str_quick_battle_troop_11|Fierce Scottish warriors were notorious all across Europe. Since the times of Edward III and William Wallace's revolt, Scottish pikemen had been famous for breaking English cavalry. Scottish halberdiers kept alive the glorious traditions of German free lancers and Swedish pikemen. This type of infantry dominated the field In the 15th and 16th centuries, and was still well in demand until the 17th century. Halberdiers successfully countered enemy cavalry and, due to the imperfections of ranged weapons, were able to withstand the onslaught of enemy infantry. 
str_map_basic|Map
